City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
144,mopti,14.4843,-4.183,305.17,51,0,4.12,ML,1686528382
145,las tablas,7.7647,-80.2748,300.41,99,76,1.92,PA,1686528383
146,tomohon,1.3168,124.8038,297.96,74,97,1.16,ID,1686528383
147,isafjordur,66.0748,-23.135,280.76,82,47,6.56,IS,1686528383
148,san antonio de pale,-1.4068,5.6318,297.58,87,90,5.09,GQ,1686528383
149,nuuk,64.1835,-51.7216,276.49,100,40,8.23,GL,1686528384
150,chhoti sadri,24.3815,74.7012,300.53,55,31,6.08,IN,1686528384
151,justo daract,-33.8594,-65.1828,279.0,33,0,1.89,AR,1686528385
152,harper,4.3782,-7.7108,298.41,82,99,5.07,LR,1686528385
153,touros,-5.1989,-35.4608,297.46,90,11,3.81,BR,1686528351
154,talcahuano,-36.7249,-73.1168,282.16,76,0,4.12,CL,1686528350
155,turtas,58.9387,69.1339,278.68,73,7,3.83,RU,1686528386
156,caburan,5.9181,125.6411,301.55,69,22,0.29,PH,1686528386
157,igarka,67.4655,86.6027,281.51,72,100,9.15,RU,1686528386
158,tazovsky,67.4715,78.7162,281.25,82,94,4.42,RU,1686528387
159,brookings,42.0526,-124.284,294.26,74,0,3.6,US,1686528387
160,queenstown,-45.0302,168.6627,280.3,83,59,1.07,NZ,1686528378
161,antsiranana,-12.3173,49.2919,295.24,88,14,4.03,MG,1686528388
162,margate,-30.8636,30.3705,289.27,49,0,3.17,ZA,1686528388
163,polyarnyy,69.1989,33.4478,284.99,75,99,7.91,RU,1686528390
164,burutu,5.3533,5.5083,297.84,90,100,2.3,NG,1686528390
165,natchez,31.5602,-91.4033,305.27,58,40,3.6,US,1686528390
166,palmeira das missoes,-27.8994,-53.3136,282.16,89,94,3.84,BR,1686528391
167,tazacorte,28.6419,-17.9339,295.53,84,0,3.13,ES,1686528391
168,suva,-18.1416,178.4415,298.86,78,75,1.03,FJ,1686528123
169,paita,-5.0892,-81.1144,297.45,80,36,7.7,PE,1686528392
170,thaba nchu,-29.2093,26.839,279.98,29,12,3.91,ZA,1686528392
171,saipan,15.2123,145.7545,303.23,100,40,6.69,MP,1686528392
172,jayapura,-2.5337,140.7181,302.44,72,84,2.28,ID,1686528393
173,colonia,9.5164,138.1217,303.33,84,75,3.6,FM,1686528393
174,tolanaro,-25.0325,46.9833,290.08,94,0,0.0,MG,1686528393
175,hasaki,35.7333,140.8333,294.42,93,100,1.86,JP,1686528394
176,gadzhiyevo,69.2551,33.3362,284.13,77,99,9.61,RU,1686528394
177,'ohonua,-21.3333,-174.95,297.3,63,100,4.1,TO,1686528394
178,goth garelo,27.4352,68.0757,307.46,41,2,6.85,PK,1686528395
179,port mathurin,-19.6833,63.4167,297.86,73,2,8.17,MU,1686528395
180,puerto deseado,-47.7503,-65.8938,278.14,67,40,13.72,AR,1686528395
181,nyaunglebin,17.9536,96.7225,299.1,88,89,2.58,MM,1686528395
182,mtwara,-10.2667,40.1833,294.63,90,6,3.07,TZ,1686528396
183,haffouz,35.6324,9.6762,295.72,61,1,1.5,TN,1686528396
184,tsiombe,-25.3,45.4833,291.04,85,13,1.47,MG,1686528396
185,belle fourche,44.6714,-103.8522,295.1,52,99,6.64,US,1686528396
186,puerto rosario,-24.4413,-57.1427,284.65,86,98,3.73,PY,1686528397
187,nemuro,43.3236,145.575,285.47,98,100,4.8,JP,1686528397
188,bathsheba,13.2113,-59.526,301.15,78,40,6.17,BB,1686528397
189,arraial do cabo,-22.9661,-42.0278,295.59,76,1,3.66,BR,1686528398
190,ad dawadimi,24.5077,44.3924,302.79,24,70,8.37,SA,1686528363
191,olonets,60.9848,32.9698,280.22,60,66,1.87,RU,1686528398
192,lerwick,60.1534,-1.1443,284.15,95,99,3.94,GB,1686528398
193,mili,6.0815,171.735,301.55,74,99,7.78,MH,1686528399
194,karasburg,-28.0167,18.75,280.08,81,0,5.12,NA,1686528399
195,east london,-33.0153,27.9116,291.51,31,38,4.56,ZA,1686528140
196,barwadih,23.8478,84.1105,302.68,32,49,1.99,IN,1686528400
197,ljungby,56.8332,13.9408,282.13,66,0,2.69,SE,1686528400
198,ancud,-41.8707,-73.8162,280.91,84,72,3.04,CL,1686528400
199,shangri-la,27.8251,99.7078,281.57,97,100,0.77,CN,1686528400
200,san antonio,-33.5947,-71.6075,281.48,62,0,3.59,CL,1686528401
201,saudarkrokur,65.7461,-19.6394,281.37,65,5,8.68,IS,1686528401
202,kargasok,59.0556,80.8572,285.97,93,100,4.55,RU,1686528401
203,tocopilla,-22.092,-70.1979,289.89,82,61,4.5,CL,1686528402
204,severo-yeniseyskiy,60.3755,93.0302,283.26,55,11,2.32,RU,1686528402
205,luderitz,-26.6481,15.1538,288.08,70,51,2.72,NA,1686528402
206,crane,13.1049,-59.4486,301.33,78,40,6.17,BB,1686528402
207,kirakira,-10.4544,161.9204,301.52,77,87,3.72,SB,1686528403
208,mugia,43.1041,-9.2179,289.35,89,10,3.08,ES,1686528403
209,luganville,-15.5199,167.1624,299.41,78,89,5.51,VU,1686528403
210,fort bragg,39.4457,-123.8053,293.2,79,95,1.32,US,1686528404
211,san rafael del sur,11.8485,-86.4384,300.72,83,77,1.6,NI,1686528404
212,aldan,58.6102,125.3961,293.68,72,67,2.73,RU,1686528404
213,avarua,-21.2075,-159.7755,300.18,78,40,2.06,CK,1686528404
214,vilyuchinsk,52.9311,158.4047,293.3,51,12,1.42,RU,1686528405
215,puerto baquerizo moreno,-0.9017,-89.6102,299.42,73,90,6.19,EC,1686528405
216,portland,-38.3462,141.6026,285.31,73,86,6.78,AU,1686528406
217,nowshahr,36.6485,51.4962,297.46,72,13,2.13,IR,1686528406
218,port augusta,-32.496,137.7728,287.54,47,0,7.34,AU,1686528406
219,haiku-pauwela,20.9219,-156.3051,303.16,45,40,11.32,US,1686528406
220,beira,-19.8436,34.8389,293.74,86,0,1.93,MZ,1686528407
221,khash,31.5292,62.7906,300.73,19,0,5.34,AF,1686528407
222,ariquemes,-9.9133,-63.0408,297.85,86,58,0.89,BR,1686528407
223,carnarvon,-24.8826,113.6571,288.04,60,0,7.95,AU,1686528408
224,holmen,43.9633,-91.2563,292.18,52,20,2.57,US,1686528408
225,nouadhibou,20.9419,-17.0384,297.08,64,3,7.72,MR,1686528409
226,imbituba,-28.24,-48.6703,288.42,93,100,4.18,BR,1686528409
227,saint-denis,-20.8823,55.4504,295.96,84,40,4.12,RE,1686528409
228,rawson,-43.3002,-65.1023,279.49,61,42,4.24,AR,1686528410
229,itoman,26.1265,127.6692,301.36,89,75,2.06,JP,1686528410
230,ketchikan,55.3418,-131.6476,287.14,58,100,2.16,US,1686528410
231,kapuskasing,49.4169,-82.4331,282.84,76,100,1.29,CA,1686528411
232,nakasongola,1.3089,32.4564,290.26,96,81,1.09,UG,1686528260
233,oualidia,32.7337,-9.0306,293.53,81,27,4.9,MA,1686528411
234,taoudenni,22.6744,-3.9789,307.61,11,0,5.36,ML,1686528412
235,amga,60.9001,131.9788,296.56,48,78,3.29,RU,1686528412
236,pisco,-13.7103,-76.2054,293.09,77,0,6.17,PE,1686528412
237,pocatello,42.8713,-112.4455,297.69,40,40,4.12,US,1686528220
238,tawau,4.2448,117.8912,299.52,85,83,1.9,MY,1686528413
239,jaguey grande,22.5269,-81.1286,301.43,69,73,3.67,CU,1686528414
240,khash,28.2211,61.2158,298.93,24,4,3.09,IR,1686528414
241,alesund,62.4723,6.1549,289.44,72,40,2.06,NO,1686528274
242,usinsk,65.9939,57.5281,273.99,83,23,4.13,RU,1686528415
243,toliara,-23.35,43.6667,292.25,87,2,2.97,MG,1686528415
244,lebu,-37.6083,-73.6536,282.33,74,25,8.47,CL,1686528415
245,adre,13.4665,22.1988,298.13,64,99,1.32,TD,1686528416
246,maragogi,-9.0122,-35.2225,297.95,86,6,3.58,BR,1686528416
247,lompoc,34.6392,-120.4579,292.33,75,100,3.58,US,1686528416
248,nema,16.617,-7.2565,308.97,15,66,2.71,MR,1686528417
249,hauterive,49.1957,-68.2581,289.71,73,53,2.59,CA,1686528417
250,pecan plantation,32.3604,-97.6756,308.27,53,75,3.09,US,1686528417
251,sao paulo de olivenca,-3.3783,-68.8725,296.8,97,34,0.83,BR,1686528418
252,ballina,54.1167,-9.1667,290.02,95,100,1.05,IE,1686528418
253,hadibu,12.6488,54.019,301.14,79,93,8.66,YE,1686528418
254,klyuchi,56.3204,160.8454,291.78,49,9,4.22,RU,1686528419
255,geraldton,-28.779,114.6146,283.29,87,81,4.12,AU,1686528419
256,khor,47.887,134.9463,294.74,70,41,2.22,RU,1686528420
257,dalhart,36.0595,-102.5133,297.86,44,55,6.41,US,1686528137
258,flin flon,54.767,-101.8743,300.69,29,48,4.29,CA,1686528420
259,zelenogorskiy,55.0333,87.0,285.38,55,0,1.22,RU,1686528420
260,comandante fontana,-25.3345,-59.6821,285.97,42,100,3.02,AR,1686528421
261,forest city,35.334,-81.8651,295.4,85,100,0.89,US,1686528421
262,poxoreo,-15.8372,-54.3892,296.24,64,31,1.4,BR,1686528387
263,smara,26.7384,-11.6719,293.76,65,0,5.26,EH,1686528422
264,tuam,53.5167,-8.85,289.94,98,100,2.36,IE,1686528422
265,moyynkum,44.2846,72.9392,296.82,32,98,11.56,KZ,1686528422
266,zhezqazghan,47.7833,67.7667,289.47,44,0,6.0,KZ,1686528423
267,constantia,-34.0314,18.4183,287.19,86,83,1.79,ZA,1686528423
268,lazaro cardenas,30.5282,-115.9262,291.98,68,10,6.63,MX,1686528424
269,mogadishu,2.0371,45.3438,299.28,81,86,8.52,SO,1686528424
270,horta,38.5374,-28.6262,292.98,85,96,5.81,PT,1686528425
271,remire-montjoly,4.9167,-52.2667,297.17,100,100,0.0,GF,1686528425
272,ha'il,27.5219,41.6907,300.53,24,0,5.01,SA,1686528426
273,kruisfontein,-34.0033,24.7314,283.09,64,99,4.05,ZA,1686528145
274,manokwari,-0.8629,134.064,299.06,86,100,1.42,ID,1686527916
275,leava,-14.2933,-178.1583,300.39,80,34,8.35,WF,1686528429
276,sweetwater,32.471,-100.4059,308.56,35,40,5.14,US,1686528430
277,kiknur,57.3034,47.2011,276.72,75,1,2.83,RU,1686528431
278,upper sandusky,40.8273,-83.2813,292.42,98,100,4.25,US,1686528431
279,chichimila,20.6318,-88.2169,307.2,59,56,2.5,MX,1686528432
280,wynyard,-40.9897,145.7262,283.17,92,95,3.03,AU,1686528432
281,codrington,17.6333,-61.8333,301.96,68,42,9.71,AG,1686528433
282,muisne,0.6113,-80.0186,299.37,86,64,2.68,EC,1686528434
283,nizhneudinsk,54.9076,99.0276,285.32,62,100,1.6,RU,1686528435
284,turpan,42.9477,89.1789,309.51,13,2,1.16,CN,1686528435
285,christchurch,-43.5333,172.6333,286.16,79,55,1.54,NZ,1686528436
286,chapaev,50.2,51.1667,291.38,47,100,9.13,KZ,1686528436
287,lamu,-2.2717,40.902,298.27,80,93,6.37,KE,1686528437
288,bouznika,33.7894,-7.1597,293.42,83,21,2.22,MA,1686528438
289,buta,2.7858,24.73,294.32,90,88,0.31,CD,1686528438
290,walvis bay,-22.9575,14.5053,285.42,70,0,3.14,NA,1686528438
291,panjab,34.3879,67.0233,284.55,68,3,1.88,AF,1686528439
292,pyin oo lwin,22.035,96.4568,294.3,81,27,0.52,MM,1686528439
293,dolores,12.0371,125.4825,301.95,75,89,2.7,PH,1686528440
294,piedmont,34.7023,-82.4646,297.02,87,75,5.14,US,1686528440
295,bria,6.5423,21.9863,294.72,93,100,0.72,CF,1686528441
296,kiunga,-6.1219,141.2906,297.33,98,100,1.19,PG,1686528441
297,bela vista,-22.1089,-56.5208,288.47,98,92,3.06,BR,1686527992
298,vaxjo,56.8777,14.8091,281.18,71,0,1.03,SE,1686528441
299,as safirah,36.077,37.3725,292.73,78,8,5.65,SY,1686528442
300,cabo san lucas,22.8909,-109.9124,307.38,57,1,7.3,MX,1686527960
301,nar'yan-mar,67.6387,53.0037,276.73,60,100,2.82,RU,1686528443
302,akwanga,8.9108,8.4066,294.92,94,98,1.6,NG,1686528443
303,langen,53.6055,8.5951,289.4,77,43,4.12,DE,1686528443
304,vredenburg,-32.9072,17.99,286.69,89,88,4.8,ZA,1686528444
305,usogorsk,63.4106,48.6872,276.02,83,37,1.84,RU,1686528444
306,aitape,-3.137,142.3491,302.0,72,100,1.52,PG,1686528445
307,formosa do rio preto,-11.0483,-45.1931,296.69,52,12,1.53,BR,1686528445
308,maintirano,-18.0635,44.0295,294.46,82,1,4.17,MG,1686528445
309,badger,64.8,-147.5333,292.32,39,75,5.14,US,1686528446
310,broken hill,-31.9652,141.4512,287.72,45,5,3.63,AU,1686528446
311,ciudad nezahualcoyotl,19.4006,-99.0148,296.03,49,100,4.12,MX,1686528446
312,swakopmund,-22.6784,14.5266,285.36,84,0,1.79,NA,1686528447
313,mukalla,14.5425,49.1242,304.44,69,94,2.39,YE,1686528447
314,sisimiut,66.9395,-53.6735,276.14,90,91,10.04,GL,1686528448
315,natal,-5.795,-35.2094,297.51,100,75,4.12,BR,1686528250
316,levuka,-18.0667,179.3167,296.56,74,99,4.54,FJ,1686528448
317,vorkuta,67.4988,64.0525,273.38,81,97,7.86,RU,1686528449
318,waris aliganj,25.0172,85.6405,304.9,39,4,1.24,IN,1686528449
319,mount isa,-20.7252,139.4973,294.02,37,15,1.54,AU,1686528449
320,churapcha,61.9986,132.4334,290.78,71,100,2.15,RU,1686528450
321,ilovlya,49.3033,43.9797,288.69,62,90,9.01,RU,1686528450
322,aleksandrovsk,59.1581,57.5695,273.57,79,6,1.0,RU,1686528450
323,chiang mai,18.7904,98.9847,299.12,83,20,1.03,TH,1686528451
324,lupane,-18.9315,27.807,291.22,41,94,2.26,ZW,1686528451
325,namibe,-15.1961,12.1522,291.39,73,26,3.82,AO,1686528451
326,nakonde,-9.3421,32.745,286.2,87,71,2.74,ZM,1686528452
327,talakan,50.2638,130.2676,293.48,75,71,2.19,RU,1686528452
328,monrovia,6.3005,-10.7969,298.29,87,99,3.16,LR,1686528453
329,miraflores de la sierra,40.8155,-3.7621,290.74,81,36,2.03,ES,1686528453
330,pelabuhanratu,-6.9875,106.5514,298.05,88,18,2.11,ID,1686528380
331,minas de marcona,-15.2119,-75.1103,285.32,86,23,6.44,PE,1686528454
332,panaba,21.296,-88.2698,305.76,55,35,4.94,MX,1686528454
333,minas de matahambre,22.5869,-83.9455,300.1,80,53,1.06,CU,1686528454
334,tottori,35.5,134.2333,295.19,83,75,2.57,JP,1686528368
335,santiago de cuba,20.0208,-75.8267,302.2,79,20,1.54,CU,1686528455
336,tshela,-4.9971,12.9484,295.37,98,100,0.75,CD,1686528455
337,charters towers,-20.0767,146.2635,295.63,62,12,4.65,AU,1686528456
338,summerside,46.3959,-63.7876,292.34,68,7,2.06,CA,1686528157
339,shushtar,32.0497,48.8484,307.76,19,0,1.41,IR,1686528456
340,eagle river,61.3214,-149.5678,290.05,59,20,5.81,US,1686528167
341,guerrero negro,27.9689,-114.0443,293.41,57,0,8.19,MX,1686528457
342,sereflikochisar,38.9393,33.5386,290.56,76,99,1.83,TR,1686528457
343,wewak,-3.5496,143.6323,300.92,78,92,2.78,PG,1686528457
344,cova figueira,14.8905,-24.2934,296.82,73,4,6.49,CV,1686528458
345,geri,35.1056,33.4198,294.33,77,40,2.06,CY,1686528458
346,mersa matruh,31.3529,27.2373,294.45,72,7,3.58,EG,1686528458
347,weno,7.4465,151.8414,304.13,74,100,4.12,FM,1686528459
348,presidencia de la plaza,-27.0015,-59.8424,285.2,41,100,2.8,AR,1686528459
349,albardon,-31.4372,-68.5256,281.71,33,3,1.84,AR,1686528460
350,onega,63.919,38.0836,282.37,73,61,3.37,RU,1686528460
351,kisanga,-7.4362,37.7034,293.51,93,46,0.71,TZ,1686528460
352,lebanon,37.5698,-85.2527,293.1,100,100,5.14,US,1686528461
353,ternate,0.7907,127.3842,300.63,77,96,0.59,ID,1686528461
354,aykhal,65.9338,111.4834,274.67,82,64,6.59,RU,1686528461
355,zavodskoy,52.4703,72.0151,289.31,65,35,2.26,KZ,1686528462
356,freeport,28.9541,-95.3597,304.3,74,0,6.17,US,1686528462
357,shakawe,-18.3654,21.8422,288.24,35,3,0.89,BW,1686528462
358,taksimo,56.3416,114.9005,293.42,70,80,3.62,RU,1686528463
359,bardai,21.3549,17.0012,302.14,30,12,1.38,TD,1686528463
360,kudahuvadhoo,2.6708,72.8944,301.69,78,54,6.84,MV,1686528463
361,sarkand,45.4132,79.9171,287.61,70,1,1.11,KZ,1686528464
362,utrik,11.2278,169.8474,300.93,82,37,7.46,MH,1686528464
363,happy valley-goose bay,53.3038,-60.3258,283.47,80,42,2.28,CA,1686528464
364,rio gallegos,-51.6226,-69.2181,278.01,82,62,11.83,AR,1686528465
365,peterhead,57.5052,-1.7844,285.73,93,38,3.79,GB,1686528465
366,hachinohe,40.5,141.5,292.36,83,100,4.59,JP,1686528465
367,hukeri,16.2308,74.6024,296.3,81,45,4.34,IN,1686528466
368,magistral'nyy,56.1715,107.4417,285.76,72,99,4.16,RU,1686528466
369,saint-philippe,-21.3609,55.7679,295.13,79,44,3.54,RE,1686528466
370,plastun,44.7608,136.2805,292.72,59,100,1.24,RU,1686528467
371,chonchi,-42.6239,-73.775,279.53,88,68,1.92,CL,1686528467
372,marianna,30.7744,-85.2269,302.23,65,0,6.17,US,1686528468
373,luang prabang,19.886,102.135,297.66,93,95,0.28,LA,1686528468
374,longmen,24.9597,118.0889,300.53,79,87,1.13,CN,1686528468
375,gizo,-8.103,156.8419,301.66,74,32,2.94,SB,1686528468
